"dateTime","halo1Count","halo2Count","halo3Count","haloReachCount","mccCount"
"05/14/20 23:11:02","0","138","0","0","0"
"05/14/20 23:17:00","0","138","0","0","0"
"05/14/20 23:22:58","0","138","0","0","0"
"05/14/20 23:28:54","0","138","0","0","0"
"05/14/20 23:34:53","0","138","0","0","0"
"05/14/20 23:40:50","0","138","0","0","0"
"05/14/20 23:46:48","0","138","0","0","0"
"05/14/20 23:52:55","0","138","0","0","0"
"05/14/20 23:58:57","0","138","0","0","0"
"05/15/20 00:04:53","0","135","0","0","0"
"05/15/20 00:10:49","0","135","0","0","0"
"05/15/20 00:16:46","0","135","0","0","0"
"05/15/20 00:22:43","0","135","0","0","0"
"05/15/20 00:28:39","0","135","0","0","0"
"05/15/20 00:34:34","0","135","0","0","0"
"05/15/20 00:40:27","0","135","0","0","0"
"05/15/20 00:46:21","0","135","0","0","0"
"05/15/20 00:52:14","0","135","0","0","0"
"05/15/20 00:58:07","0","135","0","0","0"
"05/15/20 01:04:04","0","120","0","0","0"
"05/15/20 01:10:03","0","120","0","0","0"
"05/15/20 01:16:01","0","120","0","0","0"
"05/15/20 01:21:54","0","120","0","0","0"
"05/15/20 01:27:48","0","120","0","0","0"
"05/15/20 01:33:42","0","120","0","0","0"
"05/15/20 01:39:36","0","120","0","0","0"
"05/15/20 01:45:30","0","120","0","0","0"
"05/15/20 01:51:22","0","120","0","0","0"
"05/15/20 01:57:13","0","120","0","0","0"
"05/15/20 02:03:05","0","89","0","0","0"
"05/15/20 02:08:57","0","89","0","0","0"
"05/15/20 02:14:47","0","89","0","0","0"
"05/15/20 02:20:39","0","89","0","0","0"
"05/15/20 02:26:29","0","89","0","0","0"
"05/15/20 02:32:18","0","89","0","0","0"
"05/15/20 02:38:09","0","89","0","0","0"
"05/15/20 02:43:59","0","89","0","0","0"
"05/15/20 02:49:50","0","89","0","0","0"
"05/15/20 02:55:39","0","89","0","0","0"
"05/15/20 03:01:28","0","63","0","0","0"
"05/15/20 03:07:18","0","63","0","0","0"
"05/15/20 03:13:08","0","63","0","0","0"
"05/15/20 03:18:59","0","63","0","0","0"
"05/15/20 03:24:49","0","63","0","0","0"
"05/15/20 03:30:39","0","63","0","0","0"
"05/15/20 03:36:27","0","63","0","0","0"
"05/15/20 03:42:15","0","63","0","0","0"
"05/15/20 03:48:03","0","63","0","0","0"
"05/15/20 03:53:51","0","63","0","0","0"
"05/15/20 03:59:38","0","63","0","0","0"
"05/15/20 04:05:27","0","38","0","0","0"
"05/15/20 04:11:15","0","38","0","0","0"
"05/15/20 04:17:03","0","38","0","0","0"
"05/15/20 04:22:51","0","38","0","0","0"
"05/15/20 04:28:39","0","38","0","0","0"
"05/15/20 04:34:28","0","38","0","0","0"
"05/15/20 04:40:16","0","38","0","0","0"
"05/15/20 04:46:06","0","38","0","0","0"
"05/15/20 04:51:59","0","38","0","0","0"
"05/15/20 04:57:47","0","38","0","0","0"
"05/15/20 05:03:36","0","21","0","0","0"
"05/15/20 05:09:24","0","21","0","0","0"
"05/15/20 05:15:12","0","21","0","0","0"
"05/15/20 05:21:01","0","21","0","0","0"
"05/15/20 05:26:50","0","21","0","0","0"
"05/15/20 05:32:38","0","21","0","0","0"
"05/15/20 05:38:28","0","21","0","0","0"
"05/15/20 05:44:16","0","21","0","0","0"
"05/15/20 05:50:04","0","21","0","0","0"
"05/15/20 05:55:54","0","21","0","0","0"
"05/15/20 06:01:48","0","9","0","0","0"
"05/15/20 06:07:37","0","9","0","0","0"
"05/15/20 06:13:26","0","9","0","0","0"
"05/15/20 06:19:14","0","9","0","0","0"
"05/15/20 06:25:01","0","9","0","0","0"
"05/15/20 06:30:49","0","9","0","0","0"
"05/15/20 06:36:37","0","9","0","0","0"
"05/15/20 06:42:25","0","9","0","0","0"
"05/15/20 06:48:13","0","9","0","0","0"
"05/15/20 06:54:03","0","9","0","0","0"
"05/15/20 06:59:51","0","9","0","0","0"
"05/15/20 07:05:39","0","3","0","0","0"
"05/15/20 07:11:27","0","3","0","0","0"
"05/15/20 07:17:15","0","3","0","0","0"
"05/15/20 07:23:09","0","3","0","0","0"
"05/15/20 07:28:57","0","3","0","0","0"
"05/15/20 07:34:45","0","3","0","0","0"
"05/15/20 07:40:33","0","3","0","0","0"
"05/15/20 07:46:21","0","3","0","0","0"
"05/15/20 07:52:08","0","3","0","0","0"
"05/15/20 07:57:56","0","3","0","0","0"
"05/15/20 08:03:43","0","3","0","0","0"
"05/15/20 08:09:31","0","3","0","0","0"
"05/15/20 08:15:18","0","3","0","0","0"
"05/15/20 08:21:06","0","3","0","0","0"
"05/15/20 08:26:54","0","3","0","0","0"
"05/15/20 08:32:42","0","3","0","0","0"
"05/15/20 08:38:31","0","3","0","0","0"
"05/15/20 08:44:24","0","3","0","0","0"
"05/15/20 08:50:12","0","3","0","0","0"
"05/15/20 08:56:00","0","3","0","0","0"
"05/15/20 09:01:49","0","7","0","0","0"
"05/15/20 09:07:37","0","7","0","0","0"
"05/15/20 09:13:25","0","7","0","0","0"
"05/15/20 09:42:30","0","7","0","0","0"
"05/15/20 09:48:19","0","7","0","0","0"
"05/15/20 09:54:09","0","7","0","0","0"
"05/15/20 09:59:59","0","7","0","0","0"
"05/15/20 10:05:48","0","6","0","0","0"
"05/15/20 10:11:37","0","6","0","0","0"
"05/15/20 10:17:29","0","6","0","0","0"
"05/15/20 10:23:18","0","6","0","0","0"
"05/15/20 10:29:08","0","6","0","0","0"
"05/15/20 10:34:58","0","6","0","0","0"
"05/15/20 10:40:53","0","6","0","0","0"
"05/15/20 10:46:42","0","6","0","0","0"
"05/15/20 10:52:30","0","6","0","0","0"
"05/15/20 10:58:22","0","6","0","0","0"
"05/15/20 11:04:11","0","12","0","0","0"
"05/15/20 11:33:14","0","12","0","0","0"
"05/15/20 11:39:02","0","12","0","0","0"
"05/15/20 11:44:54","0","12","0","0","0"
"05/15/20 11:50:45","0","12","0","0","0"
"05/15/20 11:56:41","0","12","0","0","0"
"05/15/20 12:02:29","0","27","0","0","0"
"05/15/20 12:08:36","0","27","0","0","0"
"05/15/20 12:14:25","0","27","0","0","0"
"05/15/20 12:20:13","0","27","0","0","0"
"05/15/20 12:26:02","0","27","0","0","0"
"05/15/20 12:31:50","0","27","0","0","0"
"05/15/20 12:37:39","0","27","0","0","0"
"05/15/20 12:43:27","0","27","0","0","0"
"05/15/20 12:49:16","0","27","0","0","0"
"05/15/20 12:55:05","0","27","0","0","0"
"05/15/20 13:00:54","0","42","0","0","0"
"05/15/20 13:06:47","0","42","0","0","0"
"05/15/20 13:12:47","0","42","0","0","0"
"05/15/20 13:18:37","0","42","0","0","0"
"05/15/20 13:24:25","0","42","0","0","0"
"05/15/20 13:30:15","0","42","0","0","0"
"05/15/20 13:36:04","0","42","0","0","0"
"05/15/20 13:41:55","0","42","0","0","0"
"05/15/20 13:47:47","0","42","0","0","0"
"05/15/20 13:53:25","0","42","0","0","0"
"05/15/20 13:59:28","0","42","0","0","0"
"05/15/20 14:05:20","0","59","0","0","0"
"05/15/20 14:11:10","0","59","0","0","0"
"05/15/20 14:17:02","0","59","0","0","0"
"05/15/20 14:22:55","0","59","0","0","0"
"05/15/20 14:28:46","0","59","0","0","0"
"05/15/20 14:34:37","0","59","0","0","0"
"05/15/20 14:40:29","0","59","0","0","0"
"05/15/20 14:46:21","0","59","0","0","0"
"05/15/20 14:52:11","0","59","0","0","0"
"05/15/20 14:58:03","0","59","0","0","0"
"05/15/20 15:03:55","0","79","0","0","0"
"05/15/20 15:09:46","0","79","0","0","0"
"05/15/20 15:15:40","0","79","0","0","0"
"05/15/20 15:21:32","0","79","0","0","0"
"05/15/20 15:27:24","0","79","0","0","0"
"05/15/20 15:33:14","0","79","0","0","0"
"05/15/20 15:39:06","0","79","0","0","0"
"05/15/20 15:44:57","0","79","0","0","0"
"05/15/20 15:50:50","0","79","0","0","0"
"05/15/20 15:56:44","0","79","0","0","0"
"05/15/20 16:02:36","0","94","0","0","0"
"05/15/20 16:08:27","0","94","0","0","0"
"05/15/20 16:14:20","0","94","0","0","0"
"05/15/20 16:20:13","0","94","0","0","0"
"05/15/20 16:26:05","0","94","0","0","0"
"05/15/20 16:31:56","0","94","0","0","0"
"05/15/20 16:37:45","0","94","0","0","0"
"05/15/20 16:43:37","0","94","0","0","0"
"05/15/20 16:49:28","0","94","0","0","0"
"05/15/20 16:55:19","0","94","0","0","0"
"05/15/20 17:01:11","0","103","0","0","0"
"05/15/20 17:07:01","0","103","0","0","0"
"05/15/20 17:12:51","0","103","0","0","0"
"05/15/20 17:18:42","0","103","0","0","0"
"05/15/20 17:24:35","0","103","0","0","0"
"05/15/20 17:30:28","0","103","0","0","0"
"05/15/20 17:36:20","0","103","0","0","0"
"05/15/20 17:42:14","0","103","0","0","0"
"05/15/20 17:48:05","0","103","0","0","0"
"05/15/20 17:53:55","0","103","0","0","0"
"05/15/20 17:59:47","0","103","0","0","0"
"05/15/20 18:05:40","0","110","0","0","0"
"05/15/20 18:11:30","0","110","0","0","0"
"05/15/20 18:17:21","0","110","0","0","0"
"05/15/20 18:23:13","0","110","0","0","0"
"05/15/20 18:29:04","0","110","0","0","0"
"05/15/20 18:34:56","0","110","0","0","0"
"05/15/20 18:40:46","0","110","0","0","0"
"05/15/20 18:46:36","0","110","0","0","0"
"05/15/20 18:52:28","0","110","0","0","0"
"05/15/20 18:58:18","0","110","0","0","0"
"05/15/20 19:04:07","0","116","0","0","0"
"05/15/20 19:09:56","0","116","0","0","0"
"05/15/20 19:15:46","0","116","0","0","0"
"05/15/20 19:21:35","0","116","0","0","0"
"05/15/20 19:27:23","0","116","0","0","0"
"05/15/20 19:33:14","0","116","0","0","0"
"05/15/20 19:39:06","0","116","0","0","0"
"05/15/20 19:45:01","0","116","0","0","0"
"05/15/20 19:50:52","0","116","0","0","0"
"05/15/20 19:56:40","0","116","0","0","0"
"05/15/20 20:02:33","0","132","0","0","0"
"05/15/20 20:08:23","0","132","0","0","0"
"05/15/20 20:14:16","0","132","0","0","0"
"05/15/20 20:20:08","0","132","0","0","0"
"05/15/20 20:26:01","0","132","0","0","0"
"05/15/20 20:31:53","0","132","0","0","0"
"05/15/20 20:37:46","0","132","0","0","0"
"05/15/20 20:43:40","0","132","0","0","0"
"05/15/20 20:49:37","0","132","0","0","0"
"05/15/20 20:55:31","0","132","0","0","0"
"05/15/20 21:01:25","0","148","0","0","0"
"05/15/20 21:07:19","0","148","0","0","0"
"05/15/20 21:13:31","0","148","0","0","0"
"05/15/20 21:19:31","0","148","0","0","0"
"05/15/20 21:25:54","0","148","0","0","0"
"05/15/20 21:32:14","0","148","0","0","0"
"05/15/20 21:38:23","0","148","0","0","0"
"05/15/20 21:44:40","0","148","0","0","0"
"05/15/20 21:50:34","0","148","0","0","0"
"05/15/20 21:56:31","0","148","0","0","0"
"05/15/20 22:02:34","0","168","0","0","0"
"05/15/20 22:08:27","0","168","0","0","0"
"05/15/20 22:14:23","0","168","0","0","0"
"05/15/20 22:20:25","0","168","0","0","0"
"05/15/20 22:26:26","0","168","0","0","0"
"05/15/20 22:32:25","0","168","0","0","0"
"05/15/20 22:38:27","0","168","0","0","0"
"05/15/20 22:44:28","0","168","0","0","0"
"05/15/20 22:50:35","0","168","0","0","0"
"05/15/20 22:56:36","0","168","0","0","0"
"05/15/20 23:02:39","6","175","0","0","0"
"05/15/20 23:08:39","6","175","0","0","0"
"05/15/20 23:14:43","6","175","0","0","0"
"05/15/20 23:20:44","6","175","0","0","0"
"05/15/20 23:26:45","6","175","0","0","0"
"05/15/20 23:32:46","6","175","0","0","0"
"05/15/20 23:38:44","6","175","0","0","0"
"05/15/20 23:44:43","6","175","0","0","0"
"05/15/20 23:50:41","6","175","0","0","0"
"05/15/20 23:56:36","6","175","0","0","0"
"05/16/20 00:02:34","7","145","0","0","0"
"05/16/20 00:08:32","7","145","0","0","0"
"05/16/20 00:14:30","7","145","0","0","0"
"05/16/20 00:20:27","7","145","0","0","0"
"05/16/20 00:26:24","7","145","0","0","0"
"05/16/20 00:32:21","7","145","0","0","0"
"05/16/20 00:38:18","7","145","0","0","0"
"05/16/20 00:44:15","7","145","0","0","0"
"05/16/20 00:50:14","7","145","0","0","0"
"05/16/20 00:56:09","7","145","0","0","0"
"05/16/20 01:02:04","7","107","0","0","0"
"05/16/20 01:08:01","7","107","0","0","0"
"05/16/20 01:13:57","7","107","0","0","0"
"05/16/20 01:19:52","7","107","0","0","0"
"05/16/20 01:25:48","7","107","0","0","0"
"05/16/20 01:31:43","7","107","0","0","0"
"05/16/20 01:37:38","7","107","0","0","0"
"05/16/20 01:43:32","7","107","0","0","0"
"05/16/20 01:49:26","7","107","0","0","0"
"05/16/20 01:55:21","7","107","0","0","0"
"05/16/20 02:01:15","6","80","0","0","0"
"05/16/20 02:07:08","6","80","0","0","0"
"05/16/20 02:13:01","6","80","0","0","0"
"05/16/20 02:18:53","6","80","0","0","0"
"05/16/20 02:24:48","6","80","0","0","0"
"05/16/20 02:30:41","6","80","0","0","0"
"05/16/20 02:36:34","6","80","0","0","0"
"05/16/20 02:42:26","6","80","0","0","0"
"05/16/20 02:48:27","6","80","0","0","0"
"05/16/20 02:54:18","6","80","0","0","0"
"05/16/20 03:00:26","0","55","0","0","0"
"05/16/20 03:06:21","0","55","0","0","0"
"05/16/20 03:12:12","0","55","0","0","0"
"05/16/20 03:18:05","0","55","0","0","0"
"05/16/20 03:23:57","0","55","0","0","0"
"05/16/20 03:29:49","0","55","0","0","0"
"05/16/20 03:35:41","0","55","0","0","0"
"05/16/20 03:41:33","0","55","0","0","0"
"05/16/20 03:47:29","0","55","0","0","0"
"05/16/20 03:53:30","0","55","0","0","0"
"05/16/20 03:59:19","0","55","0","0","0"
"05/16/20 04:05:10","0","33","0","0","0"
"05/16/20 04:11:00","0","33","0","0","0"
"05/16/20 04:16:46","0","33","0","0","0"
"05/16/20 04:22:33","0","33","0","0","0"
"05/16/20 04:28:20","0","33","0","0","0"
"05/16/20 04:34:07","0","33","0","0","0"
"05/16/20 04:39:55","0","33","0","0","0"
"05/16/20 04:45:42","0","33","0","0","0"
"05/16/20 04:51:29","0","33","0","0","0"
"05/16/20 04:57:17","0","33","0","0","0"
"05/16/20 05:03:04","0","19","0","0","0"
"05/16/20 05:08:51","0","19","0","0","0"
"05/16/20 05:14:38","0","19","0","0","0"
"05/16/20 05:20:24","0","19","0","0","0"
"05/16/20 05:26:11","0","19","0","0","0"
"05/16/20 05:31:58","0","19","0","0","0"
"05/16/20 05:37:44","0","19","0","0","0"
"05/16/20 05:43:30","0","19","0","0","0"
"05/16/20 05:49:17","0","19","0","0","0"
"05/16/20 05:55:02","0","19","0","0","0"
"05/16/20 06:00:49","0","19","0","0","0"
"05/16/20 06:06:35","0","19","0","0","0"
"05/16/20 06:12:22","0","19","0","0","0"
"05/16/20 06:18:09","0","19","0","0","0"
"05/16/20 06:23:56","0","19","0","0","0"
"05/16/20 06:29:42","0","19","0","0","0"
"05/16/20 06:35:28","0","19","0","0","0"
"05/16/20 06:41:14","0","19","0","0","0"
"05/16/20 06:47:00","0","19","0","0","0"
"05/16/20 06:52:47","0","19","0","0","0"
"05/16/20 06:58:35","0","19","0","0","0"
"05/16/20 07:04:22","0","0","0","0","0"
"05/16/20 07:10:08","0","0","0","0","0"
"05/16/20 07:15:55","0","0","0","0","0"
"05/16/20 07:21:42","0","0","0","0","0"
"05/16/20 07:27:29","0","0","0","0","0"
"05/16/20 07:33:16","0","0","0","0","0"
"05/16/20 07:39:04","0","0","0","0","0"
"05/16/20 07:44:51","0","0","0","0","0"
"05/16/20 07:50:37","0","0","0","0","0"
"05/16/20 07:56:24","0","0","0","0","0"
"05/16/20 08:02:10","0","0","0","0","0"
"05/16/20 08:07:56","0","0","0","0","0"
"05/16/20 08:13:43","0","0","0","0","0"
"05/16/20 08:19:29","0","0","0","0","0"
"05/16/20 08:25:15","0","0","0","0","0"
"05/16/20 08:31:02","0","0","0","0","0"
"05/16/20 08:36:49","0","0","0","0","0"
"05/16/20 08:42:37","0","0","0","0","0"
"05/16/20 08:48:22","0","0","0","0","0"
"05/16/20 08:54:09","0","0","0","0","0"
"05/16/20 08:59:55","0","0","0","0","0"
"05/16/20 09:05:41","0","0","0","0","0"
"05/16/20 09:11:28","0","0","0","0","0"
"05/16/20 09:17:15","0","0","0","0","0"
"05/16/20 09:23:01","0","0","0","0","0"
"05/16/20 09:28:48","0","0","0","0","0"
"05/16/20 09:34:34","0","0","0","0","0"
"05/16/20 09:40:27","0","0","0","0","0"
"05/16/20 09:46:14","0","0","0","0","0"
"05/16/20 09:52:00","0","0","0","0","0"
"05/16/20 09:57:46","0","0","0","0","0"
"05/16/20 10:03:32","0","6","0","0","0"
"05/16/20 10:09:19","0","6","0","0","0"
"05/16/20 10:15:05","0","6","0","0","0"
"05/16/20 10:20:51","0","6","0","0","0"
"05/16/20 10:26:38","0","6","0","0","0"
"05/16/20 10:32:25","0","6","0","0","0"
"05/16/20 10:38:13","0","6","0","0","0"
"05/16/20 10:44:01","0","6","0","0","0"
"05/16/20 10:49:48","0","6","0","0","0"
"05/16/20 10:55:35","0","6","0","0","0"
"05/16/20 11:01:23","0","18","0","0","0"
"05/16/20 11:07:11","0","18","0","0","0"
"05/16/20 11:12:59","0","18","0","0","0"
"05/16/20 11:18:47","0","18","0","0","0"
"05/16/20 11:24:34","0","18","0","0","0"
"05/16/20 11:30:23","0","18","0","0","0"
"05/16/20 11:36:10","0","18","0","0","0"
"05/16/20 11:41:59","0","18","0","0","0"
"05/16/20 11:47:47","0","18","0","0","0"
"05/16/20 11:53:36","0","18","0","0","0"
"05/16/20 11:59:22","0","18","0","0","0"
"05/16/20 12:05:10","0","24","0","0","0"
"05/16/20 12:10:59","0","24","0","0","0"
"05/16/20 12:16:48","0","24","0","0","0"
"05/16/20 12:22:36","0","24","0","0","0"
"05/16/20 12:28:25","0","24","0","0","0"
"05/16/20 12:34:13","0","24","0","0","0"
"05/16/20 12:40:01","0","24","0","0","0"
"05/16/20 12:45:53","0","24","0","0","0"
"05/16/20 12:51:42","0","24","0","0","0"
"05/16/20 12:57:30","0","24","0","0","0"
"05/16/20 13:03:17","0","46","0","0","0"
"05/16/20 13:09:06","0","46","0","0","0"
"05/16/20 13:15:01","0","46","0","0","0"
"05/16/20 13:20:48","0","46","0","0","0"
"05/16/20 13:26:37","0","46","0","0","0"
"05/16/20 13:32:26","0","46","0","0","0"
"05/16/20 13:38:13","0","46","0","0","0"
"05/16/20 13:44:00","0","46","0","0","0"
"05/16/20 13:49:47","0","46","0","0","0"
"05/16/20 13:55:35","0","46","0","0","0"
"05/16/20 14:01:23","0","69","0","0","0"
"05/16/20 14:07:12","0","69","0","0","0"
"05/16/20 14:12:59","0","69","0","0","0"
"05/16/20 14:18:47","0","69","0","0","0"
"05/16/20 14:24:37","0","69","0","0","0"
"05/16/20 14:30:26","0","69","0","0","0"
"05/16/20 14:36:13","0","69","0","0","0"
"05/16/20 14:42:00","0","69","0","0","0"
"05/16/20 14:47:46","0","69","0","0","0"
"05/16/20 14:53:33","0","69","0","0","0"
"05/16/20 14:59:24","0","69","0","0","0"
"05/16/20 15:05:13","0","87","0","0","0"
"05/16/20 15:11:02","0","87","0","0","0"
"05/16/20 15:16:52","0","87","0","0","0"
"05/16/20 15:22:42","0","87","0","0","0"
"05/16/20 15:28:31","0","87","0","0","0"
"05/16/20 15:34:21","0","87","0","0","0"
"05/16/20 15:40:12","0","87","0","0","0"
"05/16/20 15:46:02","0","87","0","0","0"
"05/16/20 15:51:52","0","87","0","0","0"
"05/16/20 15:57:41","0","87","0","0","0"
"05/16/20 16:03:30","0","92","0","0","0"
"05/16/20 16:09:18","0","92","0","0","0"
"05/16/20 16:15:07","0","92","0","0","0"
"05/16/20 16:20:57","0","92","0","0","0"
"05/16/20 16:26:46","0","92","0","0","0"
"05/16/20 16:32:37","0","92","0","0","0"
"05/16/20 16:38:26","0","92","0","0","0"
"05/16/20 16:44:15","0","92","0","0","0"
"05/16/20 16:50:02","0","92","0","0","0"
"05/16/20 16:55:53","0","92","0","0","0"
"05/16/20 17:01:43","0","103","0","0","0"
"05/16/20 17:07:33","0","103","0","0","0"
"05/16/20 17:13:42","0","103","0","0","0"
"05/16/20 17:20:05","0","103","0","0","0"
"05/16/20 17:25:55","0","103","0","0","0"
"05/16/20 17:31:46","0","103","0","0","0"
"05/16/20 17:37:35","0","103","0","0","0"
"05/16/20 17:43:25","0","103","0","0","0"
"05/16/20 17:49:16","0","103","0","0","0"
"05/16/20 17:55:06","0","103","0","0","0"
"05/16/20 18:00:55","0","114","0","0","0"
"05/16/20 18:06:47","0","114","0","0","0"
"05/16/20 18:12:36","0","114","0","0","0"
"05/16/20 18:18:26","0","114","0","0","0"
"05/16/20 18:24:17","0","114","0","0","0"
"05/16/20 18:30:07","0","114","0","0","0"
"05/16/20 18:35:58","0","114","0","0","0"
"05/16/20 18:41:48","0","114","0","0","0"
"05/16/20 18:47:39","0","114","0","0","0"
"05/16/20 18:53:31","0","114","0","0","0"
"05/16/20 18:59:23","0","114","0","0","0"
"05/16/20 19:05:16","0","126","0","0","0"
"05/16/20 19:11:09","0","126","0","0","0"
"05/16/20 19:17:01","0","126","0","0","0"
"05/16/20 19:22:54","0","126","0","0","0"
"05/16/20 19:28:49","0","126","0","0","0"
"05/16/20 19:34:45","0","126","0","0","0"
"05/16/20 19:40:40","0","126","0","0","0"
"05/16/20 19:46:36","0","126","0","0","0"
"05/16/20 19:52:29","0","126","0","0","0"
"05/16/20 19:58:22","0","126","0","0","0"
"05/16/20 20:04:13","0","130","0","0","0"
"05/16/20 20:10:03","0","130","0","0","0"
"05/16/20 20:15:55","0","130","0","0","0"
"05/16/20 20:21:45","0","130","0","0","0"
"05/16/20 20:27:38","0","130","0","0","0"
"05/16/20 20:33:29","0","130","0","0","0"
"05/16/20 20:39:23","0","130","0","0","0"
"05/16/20 20:45:20","0","130","0","0","0"
"05/16/20 20:51:12","0","130","0","0","0"
"05/16/20 20:57:03","0","130","0","0","0"
"05/16/20 21:02:55","0","139","0","0","0"
"05/16/20 21:08:47","0","139","0","0","0"
"05/16/20 21:14:37","0","139","0","0","0"
"05/16/20 21:20:31","0","139","0","0","0"
"05/16/20 21:26:25","0","139","0","0","0"
"05/16/20 21:32:18","0","139","0","0","0"
"05/16/20 21:38:10","0","139","0","0","0"
"05/16/20 21:44:02","0","139","0","0","0"
"05/16/20 21:49:55","0","139","0","0","0"
"05/16/20 21:55:46","0","139","0","0","0"
"05/16/20 22:01:38","0","150","0","0","0"
"05/16/20 22:07:29","0","150","0","0","0"
"05/16/20 22:13:39","0","150","0","0","0"
"05/16/20 22:19:32","0","150","0","0","0"
"05/16/20 22:25:22","0","150","0","0","0"
"05/16/20 22:31:15","0","150","0","0","0"
"05/16/20 22:37:08","0","150","0","0","0"
"05/16/20 22:42:59","0","150","0","0","0"
"05/16/20 22:48:52","0","150","0","0","0"
"05/16/20 22:54:45","0","150","0","0","0"
"05/16/20 23:00:38","0","150","0","0","0"
"05/16/20 23:06:31","0","150","0","0","0"
"05/16/20 23:12:24","0","150","0","0","0"
"05/16/20 23:18:19","0","150","0","0","0"
"05/16/20 23:24:12","0","150","0","0","0"
"05/16/20 23:30:06","0","150","0","0","0"
"05/16/20 23:35:57","0","150","0","0","0"
"05/16/20 23:41:54","0","150","0","0","0"
"05/16/20 23:47:46","0","150","0","0","0"
"05/16/20 23:53:39","0","150","0","0","0"
"05/16/20 23:59:48","0","150","0","0","0"
"05/17/20 00:05:41","0","137","0","0","0"
"05/17/20 00:11:34","0","137","0","0","0"
"05/17/20 00:17:28","0","137","0","0","0"
"05/17/20 00:23:21","0","137","0","0","0"
"05/17/20 00:29:12","0","137","0","0","0"
"05/17/20 00:35:02","0","137","0","0","0"
"05/17/20 00:40:52","0","137","0","0","0"
"05/17/20 00:46:42","0","137","0","0","0"
"05/17/20 00:52:31","0","137","0","0","0"
"05/17/20 00:58:21","0","137","0","0","0"
"05/17/20 01:04:10","0","124","0","0","0"
"05/17/20 01:09:59","0","124","0","0","0"
"05/17/20 01:15:47","0","124","0","0","0"
"05/17/20 01:21:37","0","124","0","0","0"
"05/17/20 01:27:29","0","124","0","0","0"
"05/17/20 01:33:19","0","124","0","0","0"
"05/17/20 01:39:13","0","124","0","0","0"
"05/17/20 01:45:01","0","124","0","0","0"
"05/17/20 01:50:59","0","124","0","0","0"
"05/17/20 01:56:46","0","124","0","0","0"
"05/17/20 02:02:35","0","88","0","0","0"
"05/17/20 02:08:25","0","88","0","0","0"
"05/17/20 02:14:14","0","88","0","0","0"
"05/17/20 02:20:02","0","88","0","0","0"
"05/17/20 02:25:52","0","88","0","0","0"
"05/17/20 02:31:40","0","88","0","0","0"
"05/17/20 02:37:27","0","88","0","0","0"
"05/17/20 02:43:15","0","88","0","0","0"
"05/17/20 02:49:04","0","88","0","0","0"
"05/17/20 02:54:52","0","88","0","0","0"
"05/17/20 03:00:40","0","56","0","0","0"
"05/17/20 03:06:26","0","56","0","0","0"
"05/17/20 03:12:15","0","56","0","0","0"
"05/17/20 03:18:02","0","56","0","0","0"
"05/17/20 03:23:48","0","56","0","0","0"
"05/17/20 03:29:35","0","56","0","0","0"
"05/17/20 03:35:23","0","56","0","0","0"
"05/17/20 03:41:09","0","56","0","0","0"
"05/17/20 03:46:57","0","56","0","0","0"
"05/17/20 03:52:44","0","56","0","0","0"
"05/17/20 03:58:31","0","56","0","0","0"
